fiscalDateEnding,fiscalYear,fiscalQuarter,reportedDate,reportTime,reportedEPS,estimatedEPS,surprise,surprisePercentage,totalRevenue,grossProfit,costOfRevenue,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,netIncome,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,totalLiabilities,totalCurrentLiabilities,totalShareholderEquity,commonStockSharesOutstanding,operatingCashflow,capitalExpenditures,dividendPayout,freeCashFlow,priceDate_before,close_unadj_before,close_split_adj_before,close_full_adj_before,priceDate_release,close_unadj_release,close_split_adj_release,close_full_adj_release,priceDate_after,close_unadj_after,close_split_adj_after,close_full_adj_after,market_reaction_return_1d,market_reaction_type,return_close_before_to_after
2012-04-30,2012,Q1,2012-05-11,pre-market,0.003,0.002,0.001,50.0,924877000.0,463364000.0,461513000.0,72826000.0,106600000.0,283902000.0,390538000.0,60437000.0,5708167000.0,4032116000.0,369135000.0,369135000.0,1420739000.0,947404000.0,4287428000.0,24951440000.0,-9208000.0,28923000.0,0.0,-38131000.0,2012-05-10,12.419999837875366,0.31049999594688416,0.2843303680419922,2012-05-11,13.209999799728394,0.33024999499320984,0.30241575837135315,2012-05-14,13.12999963760376,0.328249990940094,0.30058425664901733,0.05716550335075233,Unspecified (Next Day Close vs Prev Close),0.05716550335075233
2012-07-31,2012,Q2,2012-08-09,pre-market,0.006,0.004,0.002,50.0,1044270000.0,540719000.0,503551000.0,139623000.0,119900000.0,281193000.0,401096000.0,119046000.0,5891881000.0,4213851000.0,499618000.0,499618000.0,1438216000.0,1021960000.0,4453665000.0,24925720000.0,200886000.0,61944000.0,0.0,138942000.0,2012-08-08,14.229999780654907,0.3557499945163727,0.32576656341552734,2012-08-09,14.709999561309814,0.36774998903274536,0.3367552161216736,2012-08-10,14.620000123977661,0.36550000309944153,0.33469465374946594,0.02740640488186164,Unspecified (Next Day Close vs Prev Close),0.02740640488186164
2012-10-31,2012,Q3,2012-11-08,pre-market,0.008,0.007,0.001,14.2857,1204110000.0,636658000.0,567452000.0,252217000.0,100300000.0,284180000.0,384441000.0,209080000.0,6075144000.0,4424827000.0,525388000.0,525388000.0,1352298000.0,991359000.0,4722846000.0,25153800000.0,181485000.0,44684000.0,0.0,136801000.0,2012-11-07,12.610000371932983,0.3152500092983246,0.2886800169944763,2012-11-08,12.680000066757202,0.31700000166893005,0.29028230905532837,2012-11-09,12.18999981880188,0.304749995470047,0.27906501293182373,-0.03330678778100724,Unspecified (Next Day Close vs Prev Close),-0.03330678778100724
2013-01-31,2013,Q4,2013-02-13,pre-market,0.007,0.006,0.001,16.6667,1106902000.0,585602000.0,521300000.0,183573000.0,104000000.0,298007000.0,402029000.0,173973000.0,6412245000.0,4775258000.0,732786000.0,732786000.0,1584542000.0,976223000.0,4827703000.0,24880720000.0,451009000.0,47758000.0,46866000.0,403251000.0,2013-02-12,12.430000305175781,0.31075000762939453,0.2863951027393341,2013-02-13,12.369999885559082,0.30924999713897705,0.2850126624107361,2013-02-14,12.730000019073486,0.31825000047683716,0.29330727458000183,0.024135090909563908,Unspecified (Next Day Close vs Prev Close),0.024135090909563908
2013-04-30,2013,Q1,2013-05-09,pre-market,0.0045,0.002,0.0025,125.0,954739000.0,518568000.0,436171000.0,82781000.0,108600000.0,327161000.0,435787000.0,77891000.0,6279527000.0,4606616000.0,561423000.0,561423000.0,1455343000.0,925577000.0,4824184000.0,24772080000.0,175650000.0,65667000.0,46267000.0,109983000.0,2013-05-08,13.899999856948853,0.3474999964237213,0.3222295939922333,2013-05-09,13.910000324249268,0.3477500081062317,0.32246139645576477,2013-05-10,14.539999961853027,0.3634999990463257,0.33706608414649963,0.04604322641645374,Unspecified (Next Day Close vs Prev Close),0.04604322641645374
2013-07-31,2013,Q2,2013-08-08,pre-market,0.004,0.003,0.001,33.3333,977238000.0,545538000.0,431700000.0,105534000.0,108300000.0,331738000.0,440004000.0,96448000.0,5569592000.0,3922608000.0,591321000.0,591321000.0,1397419000.0,935791000.0,4172173000.0,23680240000.0,96469000.0,84986000.0,43343000.0,11483000.0,2013-08-07,14.600000381469727,0.36500000953674316,0.3401762545108795,2013-08-08,14.700000286102295,0.3675000071525574,0.3425062894821167,2013-08-09,14.490000009536743,0.3622500002384186,0.3376133441925049,-0.007534065897867268,Unspecified (Next Day Close vs Prev Close),-0.007534065897867268
2013-10-31,2013,Q3,2013-11-07,pre-market,0.005,0.005,0.0,0.0,1053967000.0,584415000.0,469552000.0,140988000.0,103100000.0,340294000.0,443427000.0,118734000.0,5711373000.0,4049841000.0,562084000.0,562084000.0,1390726000.0,985927000.0,4320647000.0,23550080000.0,162315000.0,38159000.0,43397000.0,124156000.0,2013-11-06,14.900000095367432,0.3725000023841858,0.34891653060913086,2013-11-07,14.550000429153442,0.36375001072883606,0.3407205641269684,2013-11-08,15.559999942779541,0.3889999985694885,0.3643718957901001,0.04429530797519854,Unspecified (Next Day Close vs Prev Close),0.04429530797519854
2014-01-31,2014,Q4,2014-02-12,pre-market,0.006,0.005,0.001,20.0,1144218000.0,619242000.0,524976000.0,166924000.0,115700000.0,336641000.0,452318000.0,146917000.0,7250894000.0,5624711000.0,1151587000.0,1151587000.0,2794496000.0,945496000.0,4456398000.0,23094240000.0,400712000.0,66374000.0,48329000.0,334338000.0,2014-02-11,16.25,0.40625,0.38259077072143555,2014-02-12,16.829999685287476,0.4207499921321869,0.3962463140487671,2014-02-13,17.359999418258667,0.4339999854564667,0.4087245762348175,0.06830746456351397,Unspecified (Next Day Close vs Prev Close),0.06830746456351397
2014-04-30,2014,Q1,2014-05-06,pre-market,0.006,0.004,0.002,50.0,1103000000.0,604000000.0,499000000.0,151000000.0,118600000.0,334000000.0,453000000.0,137000000.0,6864663000.0,5273798000.0,509165000.0,509165000.0,2697678000.0,897945000.0,4166985000.0,22816880000.0,151000000.0,29000000.0,47000000.0,122000000.0,2014-05-05,18.630000352859497,0.4657500088214874,0.4406060576438904,2014-05-06,18.250000476837158,0.45625001192092896,0.43161895871162415,2014-05-07,18.270000219345093,0.4567500054836273,0.43209195137023926,-0.01932362509762054,Unspecified (Next Day Close vs Prev Close),-0.01932362509762054
2014-07-31,2014,Q2,2014-08-07,pre-market,0.006,0.005,0.001,20.0,1103000000.0,619000000.0,484000000.0,163000000.0,119000000.0,337000000.0,456000000.0,128000000.0,6933719000.0,5377586000.0,515092000.0,515092000.0,2628933000.0,868729000.0,4304786000.0,22822880000.0,96000000.0,23000000.0,47000000.0,73000000.0,2014-08-06,17.640000581741333,0.4410000145435333,0.41911372542381287,2014-08-07,17.46000051498413,0.43650001287460327,0.4148370027542114,2014-08-08,18.99999976158142,0.4749999940395355,0.45142635703086853,0.07709752663046465,Unspecified (Next Day Close vs Prev Close),0.07709752663046465
2014-10-31,2014,Q3,2014-11-06,post-market,0.008,0.007,0.001,14.2857,1225000000.0,676000000.0,549000000.0,213000000.0,123300000.0,340000000.0,463000000.0,173000000.0,6885869000.0,5341109000.0,394683000.0,394683000.0,2681276000.0,933907000.0,4204593000.0,22328040000.0,216000000.0,39000000.0,46000000.0,177000000.0,2014-11-05,20.130000114440918,0.503250002861023,0.48039013147354126,2014-11-06,20.220000743865967,0.5055000185966492,0.48253777623176575,2014-11-07,19.78999972343445,0.4947499930858612,0.47227612137794495,-0.01689045957440367,Unspecified (Next Day Close vs Prev Close),-0.01689045957440367
2015-01-31,2015,Q4,2015-02-11,post-market,0.009,0.007,0.002,28.5714,1250514000.0,699603000.0,550911000.0,231136000.0,105214000.0,348253000.0,468467000.0,193128000.0,7201368000.0,5713297000.0,496654000.0,496654000.0,2783386000.0,896030000.0,4417982000.0,22262920000.0,442729000.0,31045000.0,46217000.0,411684000.0,2015-02-10,20.950000286102295,0.5237500071525574,0.5020745992660522,2015-02-11,20.810000896453857,0.5202500224113464,0.4987194240093231,2015-02-12,22.300000190734863,0.5575000047683716,0.5344279408454895,0.06443931166151871,Unspecified (Next Day Close vs Prev Close),0.06443931166151871
2015-04-30,2015,Q1,2015-05-07,post-market,0.006,0.006,0.0,0.0,1151000000.0,653000000.0,498000000.0,176000000.0,138000000.0,339000000.0,477000000.0,134000000.0,7291000000.0,5832000000.0,464000000.0,464000000.0,2735000000.0,883000000.0,4556000000.0,22720000000.0,246000000.0,30000000.0,46000000.0,216000000.0,2015-05-06,22.100000381469727,0.5525000095367432,0.5316740870475769,2015-05-07,22.49000072479248,0.562250018119812,0.5410564541816711,2015-05-08,20.829999446868896,0.5207499861717224,0.5011209845542908,-0.057465848416554645,Unspecified (Next Day Close vs Prev Close),-0.057465848416554645
2015-07-31,2015,Q2,2015-08-06,post-market,0.004,0.003,0.001,33.3333,1153000000.0,634000000.0,519000000.0,76000000.0,149000000.0,320000000.0,558000000.0,26000000.0,6979000000.0,5608000000.0,435000000.0,435000000.0,2794000000.0,936000000.0,4185000000.0,22240000000.0,163000000.0,24000000.0,53000000.0,139000000.0,2015-08-05,20.58000087738037,0.5145000219345093,0.49739813804626465,2015-08-06,20.450000762939453,0.5112500190734863,0.4942563772201538,2015-08-07,22.980000972747803,0.5745000243186951,0.5554038882255554,0.11661835005481155,Unspecified (Next Day Close vs Prev Close),0.11661835005481155
2015-10-31,2015,Q3,2015-11-05,post-market,0.011,0.006,0.005,83.3333,1305000000.0,734000000.0,571000000.0,245000000.0,152000000.0,329000000.0,489000000.0,246000000.0,7174000000.0,5834000000.0,471000000.0,471000000.0,2709000000.0,855000000.0,4465000000.0,22600000000.0,255000000.0,17000000.0,53000000.0,238000000.0,2015-11-04,28.02999973297119,0.7007499933242798,0.6803076863288879,2015-11-05,27.709999084472656,0.6927499771118164,0.6725409626960754,2015-11-06,31.549999713897705,0.7887499928474426,0.7657404541969299,0.12557960109058708,Unspecified (Next Day Close vs Prev Close),0.12557960109058708
2016-01-31,2016,Q4,2016-02-17,post-market,0.009,0.008,0.001,12.5,1401000000.0,791000000.0,610000000.0,252000000.0,131000000.0,344000000.0,539000000.0,208000000.0,7370000000.0,6053000000.0,596000000.0,596000000.0,2901000000.0,2438000000.0,4469000000.0,23720000000.0,511000000.0,15000000.0,61000000.0,496000000.0,2016-02-16,26.989998817443848,0.6747499704360962,0.6575535535812378,2016-02-17,27.660000324249268,0.6915000081062317,0.6738766431808472,2016-02-18,30.03999948501587,0.7509999871253967,0.7318603992462158,0.1130050096456482,Unspecified (Next Day Close vs Prev Close),0.1130050096456482
2016-04-30,2016,Q1,2016-05-12,post-market,0.008,0.008,0.0,0.0,1305000000.0,751000000.0,554000000.0,245000000.0,159000000.0,346000000.0,506000000.0,208000000.0,7108000000.0,5790000000.0,547000000.0,547000000.0,2912000000.0,2456000000.0,4196000000.0,23880000000.0,319000000.0,55000000.0,62000000.0,264000000.0,2016-05-11,36.05999946594238,0.9014999866485596,0.8817256689071655,2016-05-12,35.56999921798706,0.8892499804496765,0.8697442412376404,2016-05-13,40.980000495910645,1.0245000123977661,1.0020272731781006,0.13643881369591984,Unspecified (Next Day Close vs Prev Close),0.13643881369591984
2016-07-31,2016,Q2,2016-08-11,post-market,0.01,0.009,0.001,11.1111,1428000000.0,826000000.0,602000000.0,317000000.0,157000000.0,350000000.0,509000000.0,261000000.0,7461000000.0,6156000000.0,426000000.0,426000000.0,2981000000.0,2479000000.0,4480000000.0,25240000000.0,200000000.0,32000000.0,62000000.0,168000000.0,2016-08-10,58.5099983215332,1.46274995803833,1.4343796968460083,2016-08-11,59.699997901916504,1.4924999475479126,1.4635529518127441,2016-08-12,63.03999900817871,1.5759999752044678,1.5454330444335938,0.07742255961359154,Unspecified (Next Day Close vs Prev Close),0.07742255961359154
2016-10-31,2016,Q3,2016-11-10,post-market,0.021,0.014,0.007,50.0,2004000000.0,1183000000.0,821000000.0,639000000.0,171000000.0,373000000.0,544000000.0,542000000.0,9612000000.0,8307000000.0,1940000000.0,1940000000.0,4288000000.0,2086000000.0,5324000000.0,26120000000.0,432000000.0,38000000.0,61000000.0,394000000.0,2016-11-09,69.95999813079834,1.7489999532699585,1.7182382345199585,2016-11-10,67.76999950408936,1.6942499876022339,1.6644511222839355,2016-11-11,87.96999931335449,2.1992499828338623,2.1605703830718994,0.2574335384147238,Unspecified (Next Day Close vs Prev Close),0.2574335384147238
2017-01-31,2017,Q4,2017-02-09,post-market,0.025,0.021,0.004,19.0476,2173000000.0,1303000000.0,870000000.0,733000000.0,176000000.0,394000000.0,570000000.0,654000000.0,9841000000.0,8536000000.0,1766000000.0,1766000000.0,4079000000.0,1819000000.0,5762000000.0,26400000000.0,721000000.0,51000000.0,76000000.0,670000000.0,2017-02-08,118.61000061035156,2.965250015258789,2.9174578189849854,2017-02-09,116.37999534606934,2.9094998836517334,2.862607002258301,2017-02-10,113.62000465393066,2.8405001163482666,2.7947185039520264,-0.042070639114042546,Unspecified (Next Day Close vs Prev Close),-0.042070639114042546
2017-04-30,2017,Q1,2017-05-09,post-market,0.02,0.016,0.004,25.0,1937000000.0,1150000000.0,787000000.0,554000000.0,185000000.0,411000000.0,596000000.0,507000000.0,9410000000.0,8116000000.0,1989000000.0,1989000000.0,3278000000.0,990000000.0,6132000000.0,25640000000.0,282000000.0,54000000.0,82000000.0,228000000.0,2017-05-08,102.77000427246094,2.5692501068115234,2.5310304164886475,2017-05-09,102.93999671936035,2.573499917984009,2.535217523574829,2017-05-10,121.28999710083008,3.032249927520752,2.9871435165405273,0.18020846256152676,Unspecified (Next Day Close vs Prev Close),0.18020846256152676
2017-07-31,2017,Q2,2017-08-10,post-market,0.023,0.017,0.006,35.2941,2230000000.0,1302000000.0,928000000.0,688000000.0,198000000.0,416000000.0,614000000.0,583000000.0,9402000000.0,8070000000.0,1988000000.0,1988000000.0,3429000000.0,1034000000.0,5973000000.0,25320000000.0,705000000.0,54000000.0,84000000.0,651000000.0,2017-08-09,172.11000442504883,4.302750110626221,4.243210792541504,2017-08-10,164.74000930786133,4.118500232696533,4.061508655548096,2017-08-11,155.95999717712402,3.8989999294281006,3.845045328140259,-0.09383589076015732,Unspecified (Next Day Close vs Prev Close),-0.09383589076015732
2017-10-31,2017,Q3,2017-11-09,post-market,0.033,0.024,0.009,37.5,2636000000.0,1569000000.0,1067000000.0,895000000.0,212000000.0,462000000.0,674000000.0,838000000.0,9830000000.0,8479000000.0,2802000000.0,2802000000.0,3478000000.0,1028000000.0,6352000000.0,25120000000.0,1157000000.0,69000000.0,84000000.0,1088000000.0,2017-11-08,209.16000366210938,5.229000091552734,5.1611809730529785,2017-11-09,205.31999588012695,5.132999897003174,5.0664262771606445,2017-11-10,216.1400032043457,5.403500080108643,5.333417892456055,0.03337161016099642,Unspecified (Next Day Close vs Prev Close),0.03337161016099642
2018-01-31,2018,Q4,2018-02-08,post-market,0.039,0.029,0.01,34.4828,2911000000.0,1801000000.0,1110000000.0,1073000000.0,221000000.0,507000000.0,728000000.0,1119000000.0,11241000000.0,9255000000.0,4002000000.0,4002000000.0,3770000000.0,1153000000.0,7471000000.0,25120000000.0,1358000000.0,416000000.0,91000000.0,942000000.0,2018-02-07,228.79999160766602,5.71999979019165,5.649734973907471,2018-02-08,217.5200080871582,5.438000202178955,5.371199607849121,2018-02-09,232.0800018310547,5.802000045776367,5.730729103088379,0.014335916561567671,Unspecified (Next Day Close vs Prev Close),0.014335916561567671
2018-04-30,2018,Q1,2018-05-10,post-market,0.051,0.04,0.011,27.5,3207000000.0,2068000000.0,1139000000.0,1295000000.0,231000000.0,542000000.0,773000000.0,1244000000.0,11460000000.0,9448000000.0,765000000.0,765000000.0,3743000000.0,1106000000.0,7717000000.0,25080000000.0,1445000000.0,118000000.0,91000000.0,1327000000.0,2018-05-09,255.77999114990234,6.394499778747559,6.319875240325928,2018-05-10,260.1300048828125,6.5032501220703125,6.4273552894592285,2018-05-11,254.52999114990234,6.363249778747559,6.288990020751953,-0.004886998302893998,Unspecified (Next Day Close vs Prev Close),-0.004886998302893998
2018-07-31,2018,Q2,2018-08-16,post-market,0.049,0.044,0.005,11.3636,3123000000.0,1975000000.0,1148000000.0,1157000000.0,237000000.0,581000000.0,818000000.0,1101000000.0,12882000000.0,10831000000.0,718000000.0,718000000.0,4087000000.0,1462000000.0,8795000000.0,25040000000.0,913000000.0,129000000.0,91000000.0,784000000.0,2018-08-15,259.0800094604492,6.4770002365112305,6.405372142791748,2018-08-16,257.4399948120117,6.435999870300293,6.364824295043945,2018-08-17,244.82000350952148,6.120500087738037,6.0528130531311035,-0.05504115636082051,Unspecified (Next Day Close vs Prev Close),-0.05504115636082051
2018-10-31,2018,Q3,2018-11-15,post-market,0.046,0.047,-0.001,-2.1277,3181000000.0,1921000000.0,1260000000.0,1058000000.0,258000000.0,605000000.0,863000000.0,1230000000.0,13657000000.0,11386000000.0,721000000.0,721000000.0,4182000000.0,1608000000.0,9475000000.0,25000000000.0,487000000.0,150000000.0,91000000.0,337000000.0,2018-11-14,197.18999862670898,4.929749965667725,4.877898216247559,2018-11-15,202.3900032043457,5.059750080108643,5.006531715393066,2018-11-16,164.4300079345703,4.110750198364258,4.067513465881348,-0.1661340016622198,Unspecified (Next Day Close vs Prev Close),-0.1661340016622198
2019-01-31,2019,Q4,2019-02-14,post-market,0.02,0.019,0.001,5.2632,2205000000.0,1207000000.0,998000000.0,294000000.0,266000000.0,647000000.0,913000000.0,566000000.0,13292000000.0,10557000000.0,782000000.0,782000000.0,3950000000.0,1329000000.0,9342000000.0,24760000000.0,898000000.0,203000000.0,98000000.0,695000000.0,2019-02-13,152.88000106811523,3.822000026702881,3.785583734512329,2019-02-14,154.5300006866455,3.8632500171661377,3.8264412879943848,2019-02-15,157.34000205993652,3.933500051498413,3.8960213661193848,0.029173210620127146,Unspecified (Next Day Close vs Prev Close),0.029173210620127146
2019-04-30,2019,Q1,2019-05-16,post-market,0.022,0.02,0.002,10.0,2220000000.0,1296000000.0,924000000.0,358000000.0,264000000.0,674000000.0,938000000.0,394000000.0,14021000000.0,10629000000.0,2772000000.0,2772000000.0,4317000000.0,1183000000.0,9704000000.0,24640000000.0,720000000.0,128000000.0,97000000.0,592000000.0,2019-05-15,159.5800018310547,3.989500045776367,3.9555604457855225,2019-05-16,160.18999099731445,4.004749774932861,3.970679521560669,2019-05-17,156.52999877929688,3.913249969482422,3.8799588680267334,-0.019112734793204654,Unspecified (Next Day Close vs Prev Close),-0.019112734793204654
2019-07-31,2019,Q2,2019-08-15,post-market,0.031,0.029,0.002,6.8966,2579000000.0,1541000000.0,1038000000.0,571000000.0,266000000.0,704000000.0,970000000.0,552000000.0,14775000000.0,11391000000.0,7105000000.0,7105000000.0,4439000000.0,1317000000.0,10336000000.0,24640000000.0,936000000.0,113000000.0,98000000.0,823000000.0,2019-08-14,150.06999969482422,3.7517499923706055,3.724078416824341,2019-08-15,148.76999855041504,3.719249963760376,3.6918179988861084,2019-08-16,159.56000328063965,3.989000082015991,3.9595792293548584,0.06323733986550632,Unspecified (Next Day Close vs Prev Close),0.06323733986550632
2019-10-31,2019,Q3,2019-11-14,post-market,0.045,0.039,0.006,15.3846,3014000000.0,1916000000.0,1098000000.0,927000000.0,277000000.0,712000000.0,989000000.0,899000000.0,15810000000.0,12420000000.0,9765000000.0,9765000000.0,4596000000.0,1475000000.0,11214000000.0,24720000000.0,1640000000.0,103000000.0,97000000.0,1537000000.0,2019-11-13,208.57000350952148,5.214250087738037,5.180915832519531,2019-11-14,209.79000091552734,5.244750022888184,5.2112202644348145,2019-11-15,204.19000625610352,5.104750156402588,5.072115421295166,-0.02100022751604025,Unspecified (Next Day Close vs Prev Close),-0.02100022751604025
2020-01-31,2020,Q4,2020-02-13,post-market,0.0473,0.05,-0.0027,-5.4,3105000000.0,2015000000.0,1090000000.0,990000000.0,287000000.0,738000000.0,1025000000.0,951000000.0,17315000000.0,13690000000.0,10896000000.0,10896000000.0,5111000000.0,1784000000.0,12204000000.0,24840000000.0,1465000000.0,145000000.0,98000000.0,1320000000.0,2020-02-12,272.5399971008301,6.813499927520752,6.774936199188232,2020-02-13,270.77999114990234,6.769499778747559,6.731185436248779,2020-02-14,289.79000091552734,7.244750022888184,7.2037458419799805,0.06329353224656606,Unspecified (Next Day Close vs Prev Close),0.06329353224656606
2020-04-30,2020,Q1,2020-05-21,post-market,0.045,0.042,0.003,7.1429,3080000000.0,2004000000.0,1076000000.0,976000000.0,293000000.0,735000000.0,1028000000.0,917000000.0,23254000000.0,19584000000.0,15494000000.0,15494000000.0,10155000000.0,1903000000.0,13099000000.0,24880000000.0,909000000.0,155000000.0,98000000.0,754000000.0,2020-05-20,358.80001068115234,8.970000267028809,8.924566268920898,2020-05-21,351.01001739501953,8.775250434875488,8.730804443359375,2020-05-22,361.0499954223633,9.026249885559082,8.98052978515625,0.0062707267276663195,Unspecified (Next Day Close vs Prev Close),0.0062707267276663195
2020-07-31,2020,Q2,2020-08-19,post-market,0.055,0.049,0.006,12.2449,3866000000.0,2275000000.0,1591000000.0,651000000.0,627000000.0,997000000.0,1624000000.0,622000000.0,25180000000.0,14681000000.0,3274000000.0,3274000000.0,11266000000.0,2410000000.0,13914000000.0,25040000000.0,1567000000.0,217000000.0,99000000.0,1350000000.0,2020-08-18,490.42999267578125,12.260749816894531,12.204214096069336,2020-08-19,485.5400085449219,12.138500213623047,12.082529067993164,2020-08-20,485.6399917602539,12.140999794006348,12.085016250610352,-0.009766941526974273,Unspecified (Next Day Close vs Prev Close),-0.009766941526974273
2020-10-31,2020,Q3,2020-11-18,post-market,0.073,0.064,0.009,14.0625,4726000000.0,2960000000.0,1766000000.0,1398000000.0,515000000.0,1047000000.0,1562000000.0,1336000000.0,26881000000.0,14393000000.0,2251000000.0,2251000000.0,11547000000.0,3669000000.0,15334000000.0,25200000000.0,1279000000.0,473000000.0,99000000.0,806000000.0,2020-11-17,536.8899917602539,13.422249794006348,13.36435604095459,2020-11-18,537.1500015258789,13.428750038146973,13.370829582214355,2020-11-19,537.6100158691406,13.440250396728516,13.382279396057129,0.001341131218564784,Unspecified (Next Day Close vs Prev Close),0.001341131218564784
2021-01-31,2021,Q4,2021-02-24,post-market,0.0775,0.08,-0.0025,-3.125,5003000000.0,3156000000.0,1847000000.0,1507000000.0,503000000.0,1146000000.0,1649000000.0,1457000000.0,28791000000.0,16055000000.0,847000000.0,847000000.0,11898000000.0,3925000000.0,16893000000.0,25240000000.0,2067000000.0,283000000.0,99000000.0,1784000000.0,2021-02-23,565.6800079345703,14.142000198364258,14.085162162780762,2021-02-24,579.9599838256836,14.49899959564209,14.440729141235352,2021-02-25,532.2999954223633,13.307499885559082,13.25401496887207,-0.05900870606267853,Unspecified (Next Day Close vs Prev Close),-0.05900870606267853
2021-04-30,2021,Q1,2021-05-26,post-market,0.0915,0.0822,0.0093,11.3139,5661000000.0,3629000000.0,2032000000.0,1956000000.0,520000000.0,1153000000.0,1673000000.0,1912000000.0,30796000000.0,18127000000.0,978000000.0,978000000.0,12022000000.0,4004000000.0,18774000000.0,25280000000.0,1874000000.0,298000000.0,99000000.0,1576000000.0,2021-05-25,625.9099960327148,15.647749900817871,15.590241432189941,2021-05-26,627.9999923706055,15.699999809265137,15.642297744750977,2021-05-27,619.5199966430664,15.48799991607666,15.431075096130371,-0.010209356715344493,Unspecified (Next Day Close vs Prev Close),-0.010209356715344493
2021-07-31,2021,Q2,2021-08-18,post-market,0.104,0.102,0.002,1.9608,6507000000.0,4215000000.0,2292000000.0,2444000000.0,526000000.0,1245000000.0,1771000000.0,2374000000.0,38650000000.0,25806000000.0,5628000000.0,5628000000.0,17503000000.0,4448000000.0,21147000000.0,25320000000.0,2682000000.0,183000000.0,99000000.0,2499000000.0,2021-08-17,194.5800018310547,19.45800018310547,19.390928268432617,2021-08-18,190.40000915527344,19.040000915527344,18.974374771118164,2021-08-19,197.9800033569336,19.79800033569336,19.729755401611328,0.01747348700837098,Unspecified (Next Day Close vs Prev Close),0.01747348700837098
2021-10-31,2021,Q3,2021-11-17,post-market,0.117,0.111,0.006,5.4054,7103000000.0,4631000000.0,2472000000.0,2671000000.0,557000000.0,1403000000.0,1960000000.0,2464000000.0,40632000000.0,25806000000.0,1288000000.0,1288000000.0,16834000000.0,3612000000.0,23798000000.0,25380000000.0,1519000000.0,222000000.0,100000000.0,1297000000.0,2021-11-16,302.02999114990234,30.202999114990234,30.104198455810547,2021-11-17,292.6099967956543,29.26099967956543,29.1652774810791,2021-11-18,316.74999237060547,31.674999237060547,31.57138442993164,0.04873692207001464,Unspecified (Next Day Close vs Prev Close),0.04873692207001464
2022-01-31,2022,Q4,2022-02-16,post-market,0.132,0.123,0.009,7.3171,7643000000.0,4999000000.0,2644000000.0,2970000000.0,563000000.0,1466000000.0,2029000000.0,3003000000.0,44187000000.0,28829000000.0,1990000000.0,1990000000.0,17575000000.0,4335000000.0,26612000000.0,25450000000.0,3033000000.0,273000000.0,101000000.0,2760000000.0,2022-02-15,264.950008392334,26.4950008392334,26.411563873291016,2022-02-16,265.1099967956543,26.51099967956543,26.427505493164062,2022-02-17,245.06999969482422,24.506999969482422,24.429828643798828,-0.07503286208266671,Unspecified (Next Day Close vs Prev Close),-0.07503286208266671
2022-04-30,2022,Q1,2022-05-25,post-market,0.136,0.13,0.006,4.6154,8288000000.0,5431000000.0,2857000000.0,1868000000.0,592000000.0,1618000000.0,3563000000.0,1618000000.0,45212000000.0,29575000000.0,3887000000.0,3887000000.0,18892000000.0,5562000000.0,26320000000.0,25370000000.0,1731000000.0,361000000.0,100000000.0,1370000000.0,2022-05-24,161.5399932861328,16.15399932861328,16.105871200561523,2022-05-25,169.75000381469727,16.975000381469727,16.924427032470703,2022-05-26,178.5099983215332,17.85099983215332,17.797813415527344,0.10505126943439307,Unspecified (Next Day Close vs Prev Close),0.10505126943439307
2022-07-31,2022,Q2,2022-08-24,post-market,0.051,0.0499,0.0011,2.2044,6704000000.0,2915000000.0,3789000000.0,499000000.0,592000000.0,1824000000.0,2416000000.0,656000000.0,43476000000.0,27418000000.0,3013000000.0,3013000000.0,19625000000.0,7573000000.0,23851000000.0,25160000000.0,1270000000.0,433000000.0,100000000.0,837000000.0,2022-08-23,171.80999755859375,17.180999755859375,17.133434295654297,2022-08-24,172.22000122070312,17.222000122070312,17.17431640625,2022-08-25,179.13000106811523,17.913000106811523,17.863407135009766,0.04260516757814387,Unspecified (Next Day Close vs Prev Close),0.04260516757814387
2022-10-31,2022,Q3,2022-11-16,post-market,0.058,0.071,-0.013,-18.3099,5931000000.0,3177000000.0,2754000000.0,601000000.0,631000000.0,1945000000.0,2576000000.0,680000000.0,40488000000.0,23223000000.0,2800000000.0,2800000000.0,19139000000.0,6855000000.0,21349000000.0,24990000000.0,392000000.0,530000000.0,100000000.0,-138000000.0,2022-11-15,166.66000366210938,16.666000366210938,16.624794006347656,2022-11-16,159.0999984741211,15.90999984741211,15.87066650390625,2022-11-17,156.77000045776367,15.677000045776367,15.638242721557617,-0.05934216594884456,Unspecified (Next Day Close vs Prev Close),-0.05934216594884456
2023-01-31,2023,Q4,2023-02-22,post-market,0.088,0.081,0.007,8.642,6051000000.0,3833000000.0,2218000000.0,1256000000.0,625000000.0,1952000000.0,2577000000.0,1414000000.0,41182000000.0,23073000000.0,3389000000.0,3389000000.0,19081000000.0,6563000000.0,22101000000.0,24770000000.0,2249000000.0,509000000.0,98000000.0,1740000000.0,2023-02-21,206.55000686645508,20.655000686645508,20.60920524597168,2023-02-22,207.53999710083008,20.753999710083008,20.707990646362305,2023-02-23,236.63999557495117,23.663999557495117,23.611534118652344,0.14567902240031821,Unspecified (Next Day Close vs Prev Close),0.14567902240031821
